Aux out [V]	Aux in [V]	PDH out [a.u.]
2.4280E-1	6.5954E-1	9.7600E+2
2.4280E-1	6.5881E-1	5.8100E+2
2.4292E-1	6.5832E-1	1.8300E+2
2.4292E-1	6.5857E-1	3.8200E+2
2.4292E-1	6.5857E-1	6.6500E+2
2.4304E-1	6.5978E-1	1.1520E+3
2.4304E-1	6.5760E-1	8.8300E+2
2.4304E-1	6.5784E-1	1.0850E+3
2.4315E-1	6.5784E-1	6.4000E+1
2.4315E-1	6.5808E-1	6.8700E+2
2.4327E-1	6.5930E-1	8.2600E+2
2.4327E-1	6.5881E-1	8.2500E+2
2.4327E-1	6.5905E-1	5.3000E+2
2.4339E-1	6.5930E-1	5.6000E+2
2.4339E-1	6.5930E-1	5.4500E+2
2.4339E-1	6.5978E-1	8.3400E+2
2.4351E-1	6.5930E-1	1.0200E+2
2.4351E-1	6.5832E-1	3.9100E+2
2.4351E-1	6.5832E-1	5.3000E+2
2.4362E-1	6.5832E-1	7.5300E+2
2.4362E-1	6.5808E-1	6.8500E+2
2.4362E-1	6.5784E-1	1.2900E+2
2.4374E-1	6.5881E-1	4.4300E+2
2.4374E-1	6.5832E-1	1.1170E+3
2.4386E-1	6.5954E-1	1.0390E+3
2.4386E-1	6.5978E-1	3.6400E+2
2.4386E-1	6.5930E-1	9.3500E+2
2.4398E-1	6.5905E-1	8.6800E+2
2.4398E-1	6.5784E-1	1.0620E+3
2.4398E-1	6.5832E-1	9.9100E+2
2.4410E-1	6.5735E-1	2.8200E+2
2.4410E-1	6.5905E-1	7.0800E+2
2.4410E-1	6.5808E-1	2.7600E+2
2.4421E-1	6.5930E-1	1.0030E+3
2.4421E-1	6.5954E-1	1.1010E+3
2.4421E-1	6.5930E-1	1.1780E+3
2.4433E-1	6.5808E-1	6.7900E+2
2.4433E-1	6.5905E-1	9.6600E+2
2.4445E-1	6.5881E-1	4.4600E+2
2.4445E-1	6.5881E-1	3.0900E+2
2.4445E-1	6.5784E-1	8.3600E+2
2.4457E-1	6.5954E-1	4.8500E+2
2.4457E-1	6.5930E-1	9.5100E+2
2.4457E-1	6.5930E-1	5.1400E+2
2.4468E-1	6.5881E-1	3.6900E+2
2.4468E-1	6.5978E-1	8.1400E+2
2.4468E-1	6.5808E-1	1.4230E+3
2.4480E-1	6.5905E-1	4.8900E+2
2.4480E-1	6.5954E-1	7.9500E+2
2.4480E-1	6.5881E-1	5.0600E+2
2.4492E-1	6.5954E-1	6.6100E+2
2.4492E-1	6.5881E-1	7.2200E+2
2.4492E-1	6.6002E-1	5.4000E+2
2.4504E-1	6.5808E-1	1.0350E+3
2.4504E-1	6.5954E-1	5.3500E+2
2.4515E-1	6.5954E-1	5.9000E+2
2.4515E-1	6.6027E-1	-1.6500E+2
2.4515E-1	6.5857E-1	1.3320E+3
2.4527E-1	6.5808E-1	3.7800E+2
2.4527E-1	6.5760E-1	1.4200E+2
2.4527E-1	6.5930E-1	9.0800E+2
2.4539E-1	6.5930E-1	6.0000E+0
2.4539E-1	6.5808E-1	1.2330E+3
2.4539E-1	6.5905E-1	2.7600E+2
2.4551E-1	6.5954E-1	3.3900E+2
2.4551E-1	6.5954E-1	8.6700E+2
2.4551E-1	6.5857E-1	5.0100E+2
2.4562E-1	6.5930E-1	1.0260E+3
2.4562E-1	6.5978E-1	7.7200E+2
2.4574E-1	6.5978E-1	8.2000E+1
2.4574E-1	6.6002E-1	6.7900E+2
2.4574E-1	6.5930E-1	5.9800E+2
2.4586E-1	6.5857E-1	6.2900E+2
2.4586E-1	6.5832E-1	1.7900E+2
2.4586E-1	6.6027E-1	6.9400E+2
2.4598E-1	6.6075E-1	9.3800E+2
2.4598E-1	6.5978E-1	5.8000E+2
2.4598E-1	6.6027E-1	1.0000E+3
2.4610E-1	6.5978E-1	7.6600E+2
2.4610E-1	6.5930E-1	4.5200E+2
2.4610E-1	6.6027E-1	1.0400E+3
2.4621E-1	6.5954E-1	5.3500E+2
2.4621E-1	6.6051E-1	8.1700E+2
2.4633E-1	6.5954E-1	3.9300E+2
2.4633E-1	6.6051E-1	6.1300E+2
2.4633E-1	6.6051E-1	1.5030E+3
2.4645E-1	6.6075E-1	3.4700E+2
2.4645E-1	6.6002E-1	6.0600E+2
2.4645E-1	6.5954E-1	7.4800E+2
2.4657E-1	6.6002E-1	5.9300E+2
2.4657E-1	6.5978E-1	1.1100E+3
2.4657E-1	6.6027E-1	2.8100E+2
2.4668E-1	6.6100E-1	6.9000E+2
2.4668E-1	6.5930E-1	1.1900E+3
2.4668E-1	6.6173E-1	9.6600E+2
2.4680E-1	6.6027E-1	1.1020E+3
2.4680E-1	6.6002E-1	4.7400E+2
2.4692E-1	6.6075E-1	3.3200E+2
2.4692E-1	6.6221E-1	2.5800E+2
2.4692E-1	6.6051E-1	4.9700E+2
2.4704E-1	6.6197E-1	8.8300E+2
2.4704E-1	6.6173E-1	8.4300E+2
2.4704E-1	6.6051E-1	5.1100E+2
2.4715E-1	6.5978E-1	8.1400E+2
2.4715E-1	6.6051E-1	6.8500E+2
2.4715E-1	6.6124E-1	-4.3000E+1
2.4727E-1	6.6270E-1	5.5100E+2
2.4727E-1	6.6148E-1	8.5000E+2
2.4727E-1	6.6124E-1	1.1100E+3
2.4739E-1	6.6197E-1	3.8200E+2
2.4739E-1	6.6027E-1	-1.2400E+2
2.4751E-1	6.6051E-1	6.7800E+2
2.4751E-1	6.6148E-1	6.1100E+2
2.4751E-1	6.6100E-1	6.7100E+2
2.4762E-1	6.6197E-1	5.7600E+2
2.4762E-1	6.6100E-1	4.5200E+2
2.4762E-1	6.6051E-1	6.6100E+2
2.4774E-1	6.6173E-1	5.0000E+0
2.4774E-1	6.6075E-1	3.5900E+2
2.4774E-1	6.6173E-1	-2.2000E+1
2.4786E-1	6.6075E-1	6.5800E+2
2.4786E-1	6.6100E-1	5.7300E+2
2.4786E-1	6.6197E-1	6.1000E+1
2.4798E-1	6.5954E-1	8.2200E+2
2.4798E-1	6.6270E-1	-5.0000E+1
2.4798E-1	6.6197E-1	4.9600E+2
2.4810E-1	6.6124E-1	5.6900E+2
2.4810E-1	6.6318E-1	3.9000E+2
2.4821E-1	6.6124E-1	-4.3000E+1
2.4821E-1	6.6124E-1	1.5000E+2
2.4821E-1	6.6148E-1	6.9800E+2
2.4833E-1	6.6270E-1	3.5400E+2
2.4833E-1	6.6221E-1	1.9900E+2
2.4833E-1	6.6221E-1	4.0000E+0
2.4845E-1	6.6221E-1	6.7500E+2
2.4845E-1	6.6270E-1	1.1600E+2
2.4845E-1	6.6100E-1	4.4900E+2
2.4857E-1	6.6221E-1	-4.7700E+2
2.4857E-1	6.6173E-1	3.5900E+2
2.4857E-1	6.6075E-1	2.4700E+2
2.4868E-1	6.6318E-1	4.6500E+2
2.4868E-1	6.6270E-1	-6.3000E+1
2.4880E-1	6.6367E-1	2.0100E+2
2.4880E-1	6.6245E-1	-2.0700E+2
2.4880E-1	6.6124E-1	4.3700E+2
2.4892E-1	6.6245E-1	-1.3200E+2
2.4892E-1	6.6318E-1	-3.7000E+1
2.4892E-1	6.6391E-1	2.0000E+1
2.4904E-1	6.6245E-1	1.3300E+2
2.4904E-1	6.6318E-1	9.9000E+1
2.4904E-1	6.6343E-1	9.6000E+1
2.4915E-1	6.6586E-1	-1.0900E+2
2.4915E-1	6.6561E-1	-6.2100E+2
2.4915E-1	6.6440E-1	-2.2200E+2
2.4927E-1	6.6367E-1	-6.3800E+2
2.4927E-1	6.6513E-1	-1.4000E+1
2.4939E-1	6.6634E-1	-1.3600E+2
2.4939E-1	6.6561E-1	-3.8100E+2
2.4939E-1	6.6756E-1	-5.1000E+2
2.4951E-1	6.6756E-1	-1.6700E+2
2.4951E-1	6.6926E-1	-2.0800E+2
2.4951E-1	6.6756E-1	-5.7000E+2
2.4962E-1	6.6731E-1	5.9000E+1
2.4962E-1	6.6974E-1	-6.7200E+2
2.4962E-1	6.6877E-1	-2.8300E+2
2.4974E-1	6.6950E-1	-1.7700E+2
2.4974E-1	6.7169E-1	-6.2300E+2
2.4974E-1	6.7023E-1	-4.5000E+1
2.4986E-1	6.6877E-1	-2.7400E+2
2.4986E-1	6.7071E-1	-2.8100E+2
2.4998E-1	6.7436E-1	-3.6500E+2
2.4998E-1	6.7314E-1	-1.8300E+2
2.4998E-1	6.7557E-1	-7.9300E+2
2.5010E-1	6.7411E-1	-5.4100E+2
2.5010E-1	6.7460E-1	-6.7000E+2
2.5010E-1	6.7606E-1	-5.4000E+2
2.5021E-1	6.7679E-1	-1.0600E+3
2.5021E-1	6.7897E-1	-7.9600E+2
2.5021E-1	6.7995E-1	-1.0080E+3
2.5033E-1	6.7946E-1	-6.6700E+2
2.5033E-1	6.7995E-1	-8.1400E+2
2.5033E-1	6.8140E-1	-9.0800E+2
2.5045E-1	6.8189E-1	-1.0010E+3
2.5045E-1	6.8286E-1	-1.7380E+3
2.5057E-1	6.8723E-1	-9.5500E+2
2.5057E-1	6.8383E-1	-1.2250E+3
2.5057E-1	6.8699E-1	-1.3550E+3
2.5068E-1	6.8675E-1	-1.0550E+3
2.5068E-1	6.8675E-1	-1.9400E+3
2.5068E-1	6.8893E-1	-1.1260E+3
2.5080E-1	6.9015E-1	-2.3440E+3
2.5080E-1	6.9039E-1	-1.6950E+3
2.5080E-1	6.9233E-1	-1.7920E+3
2.5092E-1	6.8942E-1	-1.7040E+3
2.5092E-1	6.9355E-1	-1.9820E+3
2.5092E-1	6.9646E-1	-1.7700E+3
2.5104E-1	6.9404E-1	-1.4220E+3
2.5104E-1	6.9646E-1	-1.5530E+3
2.5104E-1	6.9549E-1	-1.8910E+3
2.5115E-1	6.9574E-1	-2.3090E+3
2.5115E-1	6.9525E-1	-1.4550E+3
2.5127E-1	6.9598E-1	-1.0460E+3
2.5127E-1	6.9525E-1	-1.8070E+3
2.5127E-1	6.9817E-1	-1.8620E+3
2.5139E-1	7.0108E-1	-1.9030E+3
2.5139E-1	6.9914E-1	-2.3600E+3
2.5139E-1	6.9914E-1	-1.4800E+3
2.5151E-1	6.9987E-1	-2.4150E+3
2.5151E-1	7.0108E-1	-1.8720E+3
2.5151E-1	7.0108E-1	-1.6770E+3
2.5163E-1	6.9889E-1	-1.8900E+3
2.5163E-1	7.0278E-1	-1.6540E+3
2.5163E-1	7.0278E-1	-1.5540E+3
2.5174E-1	7.0351E-1	-1.4630E+3
2.5174E-1	7.0424E-1	-2.2490E+3
2.5186E-1	7.0375E-1	-1.8050E+3
2.5186E-1	7.0448E-1	-1.1320E+3
2.5186E-1	7.0448E-1	-1.1280E+3
2.5198E-1	7.0472E-1	-1.3370E+3
2.5198E-1	7.0545E-1	-2.6800E+2
2.5198E-1	7.0813E-1	-9.2500E+2
2.5210E-1	7.0667E-1	-8.0000E+0
2.5210E-1	7.0885E-1	-7.4400E+2
2.5210E-1	7.0910E-1	-5.3100E+2
2.5221E-1	7.0740E-1	-5.8200E+2
2.5221E-1	7.0715E-1	9.1000E+1
2.5221E-1	7.0837E-1	4.8000E+1
2.5233E-1	7.0715E-1	3.3900E+2
2.5233E-1	7.0813E-1	1.6400E+2
2.5233E-1	7.0788E-1	5.8600E+2
2.5245E-1	7.0740E-1	3.7400E+2
2.5245E-1	7.0813E-1	4.1500E+2
2.5257E-1	7.0764E-1	9.2300E+2
2.5257E-1	7.0885E-1	1.5240E+3
2.5257E-1	7.0813E-1	1.0280E+3
2.5268E-1	7.0667E-1	8.4000E+2
2.5268E-1	7.0594E-1	1.4430E+3
2.5268E-1	7.0715E-1	1.5440E+3
2.5280E-1	7.0643E-1	5.7100E+2
2.5280E-1	7.0691E-1	1.5440E+3
2.5280E-1	7.0521E-1	1.0890E+3
2.5292E-1	7.0375E-1	1.3550E+3
2.5292E-1	7.0521E-1	1.5880E+3
2.5292E-1	7.0327E-1	1.6760E+3
2.5304E-1	7.0302E-1	1.7630E+3
2.5304E-1	7.0375E-1	2.1850E+3
2.5315E-1	7.0472E-1	1.2370E+3
2.5315E-1	7.0302E-1	1.2860E+3
2.5315E-1	7.0327E-1	1.6660E+3
2.5327E-1	7.0254E-1	2.0890E+3
2.5327E-1	7.0254E-1	1.5360E+3
2.5327E-1	7.0230E-1	1.3360E+3
2.5339E-1	7.0157E-1	1.4040E+3
2.5339E-1	7.0205E-1	1.2280E+3
2.5339E-1	7.0059E-1	1.0630E+3
2.5351E-1	6.9987E-1	1.5190E+3
2.5351E-1	7.0302E-1	8.5200E+2
2.5351E-1	7.0157E-1	1.1210E+3
2.5363E-1	6.9914E-1	1.1440E+3
2.5363E-1	7.0181E-1	1.0400E+3
2.5374E-1	7.0157E-1	1.1340E+3
2.5374E-1	7.0011E-1	5.7400E+2
2.5374E-1	7.0011E-1	6.1300E+2
2.5386E-1	6.9865E-1	1.3410E+3
2.5386E-1	6.9865E-1	4.9300E+2
2.5386E-1	6.9865E-1	4.3200E+2
2.5398E-1	6.9792E-1	5.7700E+2
2.5398E-1	6.9719E-1	3.6100E+2
2.5398E-1	6.9792E-1	2.8300E+2
2.5410E-1	6.9744E-1	1.2000E+2
2.5410E-1	6.9622E-1	9.6000E+1
2.5410E-1	6.9671E-1	-6.7400E+2
2.5421E-1	6.9841E-1	-2.4000E+2
2.5421E-1	6.9719E-1	4.5100E+2
2.5433E-1	6.9914E-1	-5.6500E+2
2.5433E-1	6.9671E-1	1.8200E+2
2.5433E-1	6.9817E-1	-6.4700E+2
2.5445E-1	6.9549E-1	-1.5500E+2
2.5445E-1	6.9768E-1	-3.8200E+2
2.5445E-1	6.9817E-1	-2.9500E+2
2.5457E-1	6.9792E-1	-2.0500E+2
2.5457E-1	6.9768E-1	-5.7700E+2
2.5457E-1	6.9841E-1	-4.0300E+2
2.5468E-1	6.9841E-1	-5.3700E+2
2.5468E-1	6.9792E-1	4.3900E+2
2.5468E-1	6.9938E-1	-4.3200E+2
2.5480E-1	6.9841E-1	-4.5000E+1
2.5480E-1	6.9889E-1	-5.7000E+1
2.5492E-1	6.9719E-1	-6.0500E+2
2.5492E-1	6.9768E-1	-3.7500E+2
2.5492E-1	6.9938E-1	-6.6000E+1
2.5504E-1	6.9865E-1	-6.3600E+2
2.5504E-1	6.9817E-1	-5.7200E+2
2.5504E-1	6.9962E-1	6.9000E+1
2.5515E-1	6.9987E-1	-1.5300E+2
2.5515E-1	6.9987E-1	-1.4900E+2
2.5515E-1	7.0035E-1	-1.5800E+2
2.5527E-1	6.9938E-1	-1.1200E+2
2.5527E-1	6.9987E-1	-4.4100E+2
2.5527E-1	7.0059E-1	-6.6000E+2
2.5539E-1	6.9962E-1	2.5000E+1
2.5539E-1	7.0157E-1	-4.1000E+1
2.5539E-1	7.0059E-1	-1.8600E+2
2.5551E-1	7.0132E-1	2.4200E+2
2.5551E-1	7.0108E-1	-6.0000E+1
2.5563E-1	7.0132E-1	2.8000E+1
2.5563E-1	7.0181E-1	7.0000E+1
2.5563E-1	7.0205E-1	8.3900E+2
2.5574E-1	7.0181E-1	4.0500E+2
2.5574E-1	7.0084E-1	9.7300E+2
2.5574E-1	7.0181E-1	8.9300E+2
2.5586E-1	7.0205E-1	4.4700E+2
2.5586E-1	7.0278E-1	5.4300E+2
2.5586E-1	7.0327E-1	3.2700E+2
2.5598E-1	7.0084E-1	5.7500E+2
2.5598E-1	7.0254E-1	4.0500E+2
2.5598E-1	7.0278E-1	1.3720E+3
2.5610E-1	7.0230E-1	1.2950E+3
2.5610E-1	7.0254E-1	1.0750E+3
2.5621E-1	7.0132E-1	8.7900E+2
2.5621E-1	7.0157E-1	3.4400E+2
2.5621E-1	7.0059E-1	4.5600E+2
2.5633E-1	7.0375E-1	1.6520E+3
2.5633E-1	7.0278E-1	1.3980E+3
2.5633E-1	7.0375E-1	3.1100E+2
2.5645E-1	7.0278E-1	1.2640E+3
2.5645E-1	7.0375E-1	1.3200E+3
2.5645E-1	7.0375E-1	5.2500E+2
2.5657E-1	7.0351E-1	4.9200E+2
2.5657E-1	7.0157E-1	6.2300E+2
2.5657E-1	7.0230E-1	3.9700E+2
2.5668E-1	7.0327E-1	8.6200E+2
2.5668E-1	7.0448E-1	1.0710E+3
2.5680E-1	7.0230E-1	1.8000E+1
2.5680E-1	7.0327E-1	6.8200E+2
2.5680E-1	7.0424E-1	1.0860E+3
2.5692E-1	7.0327E-1	1.4950E+3
2.5692E-1	7.0302E-1	6.9400E+2
2.5692E-1	7.0497E-1	1.2500E+2
2.5704E-1	7.0472E-1	3.7600E+2
2.5704E-1	7.0521E-1	4.5200E+2
2.5704E-1	7.0327E-1	3.7500E+2
2.5715E-1	7.0400E-1	2.2900E+2
2.5715E-1	7.0618E-1	-2.7700E+2
2.5715E-1	7.0715E-1	-7.6300E+2
2.5727E-1	7.0715E-1	-2.9900E+2
2.5727E-1	7.0813E-1	4.8100E+2
2.5739E-1	7.0764E-1	4.2000E+1
2.5739E-1	7.0497E-1	-6.2200E+2
2.5739E-1	7.0861E-1	3.8000E+1
2.5751E-1	7.0958E-1	-2.8200E+2
2.5751E-1	7.0813E-1	-2.2800E+2
2.5751E-1	7.0740E-1	-7.4700E+2
2.5763E-1	7.1007E-1	-2.5600E+2
2.5763E-1	7.0861E-1	-4.4900E+2
2.5763E-1	7.1104E-1	-1.2030E+3
2.5774E-1	7.1274E-1	-1.1780E+3
2.5774E-1	7.1444E-1	-8.2300E+2
2.5774E-1	7.1760E-1	-1.3450E+3
2.5786E-1	7.1541E-1	-2.1450E+3
2.5786E-1	7.1711E-1	-1.7060E+3
2.5798E-1	7.1857E-1	-1.2370E+3
2.5798E-1	7.1663E-1	-1.7090E+3
2.5798E-1	7.2076E-1	-1.1430E+3
2.5810E-1	7.2124E-1	-2.1580E+3
2.5810E-1	7.2197E-1	-2.0160E+3
2.5810E-1	7.2100E-1	-1.8920E+3
2.5821E-1	7.2149E-1	-1.7590E+3
2.5821E-1	7.2537E-1	-1.4160E+3
2.5821E-1	7.2635E-1	-1.6390E+3
2.5833E-1	7.2756E-1	-1.6430E+3
2.5833E-1	7.2902E-1	-1.6930E+3
2.5833E-1	7.2926E-1	-1.6380E+3
2.5845E-1	7.2999E-1	-2.0930E+3
2.5845E-1	7.3169E-1	-2.5980E+3
2.5845E-1	7.3315E-1	-1.4730E+3
2.5857E-1	7.3266E-1	-1.7440E+3
2.5857E-1	7.3193E-1	-2.2810E+3
2.5868E-1	7.3436E-1	-1.8670E+3
2.5868E-1	7.3412E-1	-1.3840E+3
2.5868E-1	7.3266E-1	-1.3100E+3
2.5880E-1	7.3339E-1	-2.0840E+3
2.5880E-1	7.3412E-1	-2.1370E+3
2.5880E-1	7.3461E-1	-9.5800E+2
2.5892E-1	7.3509E-1	-1.9000E+3
2.5892E-1	7.3631E-1	-1.3400E+3
2.5892E-1	7.3703E-1	-1.2410E+3
2.5904E-1	7.3801E-1	-2.4150E+3
2.5904E-1	7.3801E-1	-9.0700E+2
2.5904E-1	7.3728E-1	-9.3200E+2
2.5915E-1	7.3801E-1	-1.0570E+3
2.5915E-1	7.3995E-1	-1.0220E+3
2.5927E-1	7.4116E-1	-6.8900E+2
2.5927E-1	7.4141E-1	-1.8600E+2
2.5927E-1	7.3922E-1	-3.6600E+2
2.5939E-1	7.3971E-1	-1.1800E+3
2.5939E-1	7.4019E-1	-7.5300E+2
2.5939E-1	7.4165E-1	-6.0400E+2
2.5951E-1	7.4165E-1	3.0300E+2
2.5951E-1	7.4116E-1	-1.2500E+2
2.5951E-1	7.3874E-1	-1.2500E+2
2.5963E-1	7.3995E-1	2.1100E+2
2.5963E-1	7.3922E-1	3.8200E+2
2.5963E-1	7.3995E-1	3.3000E+2
2.5974E-1	7.3995E-1	2.0500E+2
2.5974E-1	7.3898E-1	4.2200E+2
2.5986E-1	7.3874E-1	2.5300E+2
2.5986E-1	7.3752E-1	6.8500E+2
2.5986E-1	7.3801E-1	4.5900E+2
2.5998E-1	7.3703E-1	9.0200E+2
2.5998E-1	7.3728E-1	1.2400E+3
2.5998E-1	7.3606E-1	6.1200E+2
2.6010E-1	7.3898E-1	6.9700E+2
2.6010E-1	7.3558E-1	5.7700E+2
2.6010E-1	7.3509E-1	1.0320E+3
2.6021E-1	7.3339E-1	4.8900E+2
2.6021E-1	7.3315E-1	1.0800E+3
2.6021E-1	7.3290E-1	1.1220E+3
2.6033E-1	7.3363E-1	7.8500E+2
2.6033E-1	7.3120E-1	4.0400E+2
2.6045E-1	7.3120E-1	6.9900E+2
2.6045E-1	7.3145E-1	6.4300E+2
2.6045E-1	7.3145E-1	3.6600E+2
2.6057E-1	7.2950E-1	8.3800E+2
2.6057E-1	7.2950E-1	7.7900E+2
2.6057E-1	7.2829E-1	7.2700E+2
2.6068E-1	7.2853E-1	6.2800E+2
2.6068E-1	7.2853E-1	6.1100E+2
2.6068E-1	7.2926E-1	1.0660E+3
2.6080E-1	7.2780E-1	4.9700E+2
2.6080E-1	7.2756E-1	8.0700E+2
2.6080E-1	7.2440E-1	-5.0000E+0
2.6092E-1	7.2659E-1	2.5500E+2
2.6092E-1	7.2780E-1	4.5500E+2
2.6104E-1	7.2659E-1	-4.9600E+2
2.6104E-1	7.2805E-1	6.5100E+2
2.6104E-1	7.2465E-1	-3.3700E+2
2.6116E-1	7.2537E-1	-1.7300E+2
2.6116E-1	7.2489E-1	-7.1300E+2
2.6116E-1	7.2513E-1	-3.5900E+2
2.6127E-1	7.2416E-1	-2.0000E+1
2.6127E-1	7.2416E-1	-9.9500E+2
2.6127E-1	7.2392E-1	-4.6700E+2
2.6139E-1	7.2392E-1	-7.8200E+2
2.6139E-1	7.2319E-1	-1.2490E+3
2.6139E-1	7.2197E-1	-1.1350E+3
2.6151E-1	7.2124E-1	-9.9500E+2
2.6151E-1	7.2294E-1	-1.6940E+3
2.6151E-1	7.2392E-1	-1.0280E+3
2.6163E-1	7.2367E-1	-9.9400E+2
2.6163E-1	7.2246E-1	-1.5110E+3
2.6174E-1	7.2270E-1	-1.8280E+3
2.6174E-1	7.2173E-1	-1.6880E+3
2.6174E-1	7.2294E-1	-1.9900E+3
2.6186E-1	7.2319E-1	-1.7960E+3
2.6186E-1	7.2465E-1	-8.3700E+2
2.6186E-1	7.2270E-1	-1.3750E+3
2.6198E-1	7.2270E-1	-1.0970E+3
2.6198E-1	7.2197E-1	-1.6220E+3
2.6198E-1	7.2197E-1	-1.7810E+3
2.6210E-1	7.2343E-1	-1.0150E+3
2.6210E-1	7.2513E-1	-7.3000E+2
2.6210E-1	7.2416E-1	-5.4900E+2
2.6221E-1	7.2319E-1	-9.5700E+2
2.6221E-1	7.2173E-1	-7.6700E+2
2.6233E-1	7.2246E-1	-7.0400E+2
2.6233E-1	7.2367E-1	-5.7000E+2
2.6233E-1	7.2416E-1	-1.2470E+3
2.6245E-1	7.2343E-1	-6.5600E+2
2.6245E-1	7.2222E-1	-5.9000E+2
2.6245E-1	7.2222E-1	9.2000E+1
2.6257E-1	7.2416E-1	-1.6400E+2
2.6257E-1	7.2294E-1	5.5100E+2
2.6257E-1	7.2222E-1	-1.0700E+2
2.6268E-1	7.2416E-1	8.0000E+2
2.6268E-1	7.2246E-1	-2.1000E+1
2.6268E-1	7.2416E-1	-2.5600E+2
2.6280E-1	7.2197E-1	2.7800E+2
2.6280E-1	7.2222E-1	4.3600E+2
2.6280E-1	7.2076E-1	1.3940E+3
2.6292E-1	7.2149E-1	5.7300E+2
2.6292E-1	7.2149E-1	4.9500E+2
2.6304E-1	7.2124E-1	1.4180E+3
2.6304E-1	7.2124E-1	7.6700E+2
2.6304E-1	7.2027E-1	1.5180E+3
2.6316E-1	7.1954E-1	2.0550E+3
2.6316E-1	7.2052E-1	2.1720E+3
2.6316E-1	7.1979E-1	2.3390E+3
2.6327E-1	7.1954E-1	1.9950E+3
2.6327E-1	7.1760E-1	2.8130E+3
2.6327E-1	7.1663E-1	2.5100E+3
2.6339E-1	7.1639E-1	2.8030E+3
2.6339E-1	7.1566E-1	3.6720E+3
2.6339E-1	7.1177E-1	3.4320E+3
2.6351E-1	7.1468E-1	2.9100E+3
2.6351E-1	7.1444E-1	2.9630E+3
2.6363E-1	7.1444E-1	3.4300E+3
2.6363E-1	7.0958E-1	2.7300E+3
2.6363E-1	7.0910E-1	2.9730E+3
2.6374E-1	7.0934E-1	2.8380E+3
2.6374E-1	7.0885E-1	3.7490E+3
2.6374E-1	7.0837E-1	3.0530E+3
2.6386E-1	7.1055E-1	3.1710E+3
2.6386E-1	7.0643E-1	3.0460E+3
2.6386E-1	7.0521E-1	3.2090E+3
2.6398E-1	7.0375E-1	2.5740E+3
2.6398E-1	7.0302E-1	3.0640E+3
